FLIGHT_ID,WEATHER_CONDITION,AIRFRAME_HOURS,PAYLOAD_WEIGHT,AIRCRAFT_TYPE,TAKE OFF_OUTCOME
2265,1,42,46,CARGO,SUCCESS
2266,0,45,59,PASSENGER,SUCCESS
2267,0,30,59,PASSENGER,SUCCESS
2268,1,60,16,PASSENGER,FAILURE
2269,0,20,77,PASSENGER,SUCCESS
2270,0,52,36,PASSENGER,FAILURE
2271,1,28,56,PASSENGER,SUCCESS
2272,1,19,92,PASSENGER,SUCCESS
2273,1,24,33,PASSENGER,SUCCESS
2274,0,41,99,CARGO,SUCCESS
2275,0,69,26,PASSENGER,FAILURE
2276,0,42,95,PASSENGER,SUCCESS
2277,0,23,95,PASSENGER,SUCCESS
2278,0,38,24,PASSENGER,FAILURE
2279,1,42,50,PASSENGER,SUCCESS
2280,1,41,78,PASSENGER,SUCCESS
2281,0,69,18,PASSENGER,FAILURE
2282,0,35,32,PASSENGER,FAILURE
2283,0,23,32,CARGO,SUCCESS
2284,1,35,37,CARGO,FAILURE
2285,0,33,23,CARGO,FAILURE
2286,1,34,27,PASSENGER,FAILURE
2287,1,40,17,CARGO,FAILURE
2288,1,33,28,PASSENGER,FAILURE
2289,0,35,90,CARGO,SUCCESS
2290,1,53,34,CARGO,FAILURE
2291,0,36,95,PASSENGER,SUCCESS
2292,1,37,61,PASSENGER,SUCCESS
2293,1,21,59,PASSENGER,SUCCESS
2294,0,39,30,PASSENGER,FAILURE
2295,1,22,49,PASSENGER,SUCCESS
2296,1,34,29,CARGO,FAILURE
2297,0,18,71,CARGO,SUCCESS
2298,0,38,11,PASSENGER,FAILURE
2299,0,23,30,PASSENGER,SUCCESS
2300,0,20,30,CARGO,SUCCESS
2301,0,31,32,CARGO,FAILURE
2302,0,37,8,CARGO,FAILURE
2303,1,61,15,PASSENGER,FAILURE
2304,1,41,99,CARGO,SUCCESS
2305,1,39,75,PASSENGER,SUCCESS
2306,1,33,29,CARGO,FAILURE
2307,0,48,38,CARGO,FAILURE
2308,1,59,28,CARGO,FAILURE
2309,0,59,17,PASSENGER,FAILURE
2310,0,32,37,CARGO,FAILURE
2311,0,36,62,PASSENGER,SUCCESS
2312,0,40,37,PASSENGER,FAILURE
2313,1,40,89,CARGO,SUCCESS
2314,0,30,22,PASSENGER,FAILURE
2315,1,53,27,CARGO,FAILURE
2316,1,55,9,CARGO,FAILURE
2317,0,60,37,CARGO,FAILURE
2318,0,22,80,PASSENGER,SUCCESS
2319,1,38,18,PASSENGER,FAILURE
2320,0,26,89,PASSENGER,SUCCESS
2321,0,38,86,PASSENGER,SUCCESS
2322,1,39,74,PASSENGER,SUCCESS
2323,1,54,22,PASSENGER,FAILURE
2324,1,59,26,PASSENGER,FAILURE
2325,0,39,56,CARGO,SUCCESS
2326,0,22,72,PASSENGER,SUCCESS
2327,1,18,69,PASSENGER,SUCCESS
2328,1,31,41,PASSENGER,SUCCESS
2329,0,31,94,PASSENGER,SUCCESS
2330,1,41,58,PASSENGER,SUCCESS
2331,1,25,99,CARGO,SUCCESS
2332,0,31,11,CARGO,FAILURE
2333,1,44,15,PASSENGER,FAILURE
2334,0,43,37,CARGO,SUCCESS
2335,1,41,6,CARGO,FAILURE
2336,0,47,32,PASSENGER,FAILURE
2337,1,29,65,PASSENGER,SUCCESS
2338,1,24,76,PASSENGER,SUCCESS
2339,1,19,72,CARGO,SUCCESS
2340,0,21,74,PASSENGER,SUCCESS
2341,1,64,33,PASSENGER,FAILURE
2342,1,53,21,PASSENGER,FAILURE
2343,0,46,35,PASSENGER,FAILURE
2344,0,64,16,CARGO,FAILURE
2345,1,27,73,PASSENGER,SUCCESS
2346,1,61,34,CARGO,FAILURE
2347,1,44,41,PASSENGER,SUCCESS
2348,1,34,18,CARGO,FAILURE
2349,0,46,25,CARGO,FAILURE
2350,0,37,92,PASSENGER,SUCCESS
2351,1,22,84,PASSENGER,SUCCESS
2352,1,20,54,CARGO,SUCCESS
2353,1,31,82,PASSENGER,SUCCESS
2354,0,35,35,PASSENGER,FAILURE
2355,1,27,77,PASSENGER,SUCCESS
2356,1,67,29,CARGO,FAILURE
2357,1,53,17,PASSENGER,FAILURE
2358,1,33,76,PASSENGER,SUCCESS
2359,0,59,32,CARGO,FAILURE
2360,0,54,7,PASSENGER,FAILURE
2361,0,45,27,PASSENGER,FAILURE
2362,0,35,42,PASSENGER,SUCCESS
2363,0,21,84,PASSENGER,SUCCESS
2364,0,53,34,CARGO,FAILURE
2365,1,63,20,CARGO,FAILURE
2366,1,58,17,CARGO,FAILURE
2367,0,38,7,CARGO,FAILURE
2368,1,34,44,PASSENGER,SUCCESS
2369,0,40,62,PASSENGER,SUCCESS
2370,1,65,40,PASSENGER,FAILURE
2371,1,27,49,CARGO,SUCCESS
2372,1,43,38,CARGO,FAILURE
2373,0,20,42,PASSENGER,SUCCESS
2374,1,43,31,PASSENGER,FAILURE
2375,1,44,47,CARGO,SUCCESS
2376,0,50,6,CARGO,FAILURE
2377,0,44,41,PASSENGER,SUCCESS
2378,0,42,37,PASSENGER,FAILURE
2379,1,27,99,PASSENGER,SUCCESS
2380,1,21,99,CARGO,SUCCESS
2381,1,30,81,PASSENGER,SUCCESS
2382,0,23,88,PASSENGER,SUCCESS
2383,1,36,30,PASSENGER,SUCCESS
2384,1,39,12,PASSENGER,FAILURE
2385,0,70,28,CARGO,FAILURE
2386,1,62,36,CARGO,FAILURE
2387,0,33,29,PASSENGER,FAILURE
2388,1,41,83,PASSENGER,SUCCESS
2389,1,18,62,CARGO,SUCCESS
2390,1,38,47,PASSENGER,SUCCESS
2391,1,20,67,CARGO,SUCCESS
2392,0,55,32,CARGO,FAILURE
2393,0,46,28,CARGO,FAILURE
2394,1,38,95,PASSENGER,SUCCESS
2395,1,47,35,PASSENGER,FAILURE
2396,0,50,23,CARGO,FAILURE
2397,0,32,24,CARGO,FAILURE
2398,0,35,36,CARGO,FAILURE
2399,0,29,37,PASSENGER,SUCCESS
2400,1,37,53,PASSENGER,SUCCESS
2401,1,61,25,CARGO,FAILURE
2402,0,42,32,CARGO,FAILURE
2403,1,18,96,PASSENGER,SUCCESS
2404,1,64,5,CARGO,FAILURE
2405,0,21,45,PASSENGER,SUCCESS
2406,0,68,37,PASSENGER,FAILURE
2407,0,34,21,CARGO,FAILURE
2408,1,48,33,CARGO,FAILURE
2409,1,70,38,CARGO,FAILURE
2410,1,33,69,PASSENGER,SUCCESS
2411,1,22,93,PASSENGER,SUCCESS
2412,1,59,18,PASSENGER,FAILURE
2413,0,60,19,PASSENGER,FAILURE
2414,1,49,12,CARGO,FAILURE
2415,0,31,61,CARGO,SUCCESS
2416,0,50,37,CARGO,FAILURE
2417,1,45,81,PASSENGER,SUCCESS
2418,1,26,98,PASSENGER,SUCCESS
2419,0,45,60,CARGO,SUCCESS
2420,1,63,30,PASSENGER,FAILURE
2421,0,55,17,CARGO,FAILURE
2422,1,51,18,PASSENGER,FAILURE
2423,0,28,65,PASSENGER,SUCCESS
2424,0,33,92,PASSENGER,SUCCESS
2425,1,70,17,CARGO,FAILURE
2426,0,67,22,CARGO,FAILURE
2427,0,28,38,PASSENGER,SUCCESS
2428,0,25,99,PASSENGER,SUCCESS
2429,0,42,43,PASSENGER,SUCCESS
2430,1,34,25,CARGO,FAILURE
2431,0,21,83,PASSENGER,SUCCESS
2432,1,42,96,PASSENGER,SUCCESS
2433,1,46,14,PASSENGER,FAILURE
2434,0,34,64,CARGO,SUCCESS
2435,0,27,80,PASSENGER,SUCCESS
2436,1,45,47,PASSENGER,SUCCESS
2437,0,19,98,PASSENGER,SUCCESS
2438,1,54,36,CARGO,FAILURE
2439,1,43,70,PASSENGER,SUCCESS
2440,1,41,24,CARGO,FAILURE
2441,0,41,62,PASSENGER,SUCCESS
2442,1,35,55,PASSENGER,SUCCESS
2443,0,65,8,CARGO,FAILURE
2444,1,28,66,CARGO,SUCCESS
2445,1,22,41,PASSENGER,SUCCESS
2446,0,68,31,PASSENGER,FAILURE
2447,1,38,31,CARGO,FAILURE
2448,0,25,81,CARGO,SUCCESS
2449,0,31,32,PASSENGER,FAILURE
2450,0,22,36,PASSENGER,SUCCESS
2451,0,21,67,CARGO,SUCCESS
2452,0,47,17,CARGO,FAILURE
2453,0,24,70,PASSENGER,SUCCESS
2454,0,37,98,PASSENGER,SUCCESS
2455,0,24,75,PASSENGER,SUCCESS
2456,1,31,27,PASSENGER,FAILURE
2457,0,39,32,CARGO,FAILURE
2458,0,44,46,PASSENGER,SUCCESS
2459,0,57,5,PASSENGER,FAILURE
2460,0,43,7,CARGO,FAILURE
2461,1,53,7,PASSENGER,FAILURE
2462,0,43,89,PASSENGER,SUCCESS
2463,0,39,31,PASSENGER,FAILURE
2464,1,37,83,PASSENGER,SUCCESS
2465,0,18,76,PASSENGER,SUCCESS
2466,0,58,38,CARGO,FAILURE
2467,1,25,66,PASSENGER,SUCCESS
2468,0,19,89,CARGO,SUCCESS
2469,0,45,89,CARGO,SUCCESS
2470,0,29,72,CARGO,SUCCESS
2471,0,53,32,CARGO,FAILURE
2472,0,30,12,CARGO,FAILURE
2473,0,40,46,PASSENGER,SUCCESS
2474,0,49,34,CARGO,FAILURE
2475,1,32,31,PASSENGER,FAILURE
2476,1,28,45,PASSENGER,SUCCESS
2477,1,36,61,PASSENGER,SUCCESS
2478,1,62,20,PASSENGER,FAILURE
2479,1,44,38,PASSENGER,FAILURE
2480,0,41,13,PASSENGER,FAILURE
2481,1,64,22,CARGO,FAILURE
2482,0,28,87,PASSENGER,SUCCESS
2483,0,41,78,PASSENGER,SUCCESS
2484,0,18,75,CARGO,SUCCESS
2485,1,43,7,PASSENGER,FAILURE
2486,1,62,7,PASSENGER,FAILURE
2487,1,34,11,CARGO,FAILURE
2488,0,40,16,CARGO,FAILURE
2489,1,70,40,PASSENGER,FAILURE
2490,0,34,36,CARGO,FAILURE
2491,0,36,34,PASSENGER,SUCCESS
2492,0,34,38,PASSENGER,SUCCESS
2493,1,42,95,PASSENGER,SUCCESS
2494,1,60,31,CARGO,FAILURE
2495,0,36,45,PASSENGER,SUCCESS
2496,0,36,41,PASSENGER,SUCCESS
2497,1,45,67,PASSENGER,SUCCESS
2498,0,62,26,CARGO,FAILURE
2499,0,45,73,CARGO,SUCCESS
2500,1,60,10,CARGO,FAILURE
2501,1,38,52,CARGO,SUCCESS
2502,0,30,5,PASSENGER,FAILURE
2503,0,69,34,CARGO,FAILURE
2504,1,36,55,CARGO,SUCCESS
2505,1,42,98,PASSENGER,SUCCESS
2506,1,37,74,PASSENGER,SUCCESS
2507,0,32,37,PASSENGER,SUCCESS
2508,0,40,81,CARGO,SUCCESS
2509,0,41,28,CARGO,FAILURE
2510,0,54,28,PASSENGER,FAILURE
2511,1,54,26,PASSENGER,FAILURE
2512,1,45,30,PASSENGER,SUCCESS
2513,0,22,76,PASSENGER,SUCCESS
2514,1,30,70,PASSENGER,SUCCESS
2515,0,30,44,PASSENGER,SUCCESS
2516,1,48,35,CARGO,FAILURE
2517,1,34,55,PASSENGER,SUCCESS
2518,0,66,25,CARGO,FAILURE
2519,1,31,93,PASSENGER,SUCCESS
2520,0,59,36,PASSENGER,FAILURE
2521,1,45,31,CARGO,FAILURE
2522,0,69,35,PASSENGER,FAILURE
2523,1,45,8,PASSENGER,FAILURE
2524,0,67,32,PASSENGER,FAILURE
2525,0,61,38,CARGO,FAILURE
2526,0,37,31,PASSENGER,FAILURE
2527,0,70,35,PASSENGER,FAILURE
2528,1,69,25,CARGO,FAILURE
2529,0,64,36,CARGO,FAILURE
2530,1,61,21,CARGO,FAILURE
2531,1,56,23,CARGO,FAILURE
2532,1,36,6,CARGO,FAILURE
2533,1,65,5,CARGO,FAILURE
2534,0,35,66,PASSENGER,SUCCESS
2535,1,54,10,PASSENGER,FAILURE
2536,0,37,26,PASSENGER,FAILURE
2537,0,41,63,PASSENGER,SUCCESS
2538,0,39,46,PASSENGER,SUCCESS
2539,1,62,30,CARGO,FAILURE
2540,1,38,59,PASSENGER,SUCCESS
2541,0,39,81,PASSENGER,SUCCESS
2542,1,34,77,PASSENGER,SUCCESS
2543,0,52,19,PASSENGER,FAILURE
2544,0,35,30,PASSENGER,FAILURE
2545,1,55,14,CARGO,FAILURE
2546,1,41,55,PASSENGER,SUCCESS
2547,0,19,42,PASSENGER,SUCCESS
2548,1,43,40,PASSENGER,FAILURE
2549,1,27,79,CARGO,SUCCESS
2550,0,65,12,CARGO,FAILURE
2551,1,60,18,CARGO,FAILURE
2552,0,42,100,PASSENGER,SUCCESS
2553,0,62,28,CARGO,FAILURE
2554,1,30,57,CARGO,SUCCESS
2555,0,34,67,CARGO,SUCCESS
2556,0,56,26,CARGO,FAILURE
2557,1,40,26,CARGO,FAILURE
2558,1,23,93,PASSENGER,SUCCESS
2559,0,26,79,PASSENGER,SUCCESS
2560,1,55,26,CARGO,FAILURE
2561,1,49,5,CARGO,FAILURE
2562,0,35,21,CARGO,FAILURE
2563,1,60,17,CARGO,FAILURE
2564,1,41,8,PASSENGER,FAILURE
2565,0,63,7,PASSENGER,FAILURE
2566,0,42,48,PASSENGER,SUCCESS
2567,1,50,37,PASSENGER,FAILURE
2568,0,62,13,CARGO,FAILURE
2569,1,43,7,CARGO,FAILURE
2570,0,35,31,CARGO,FAILURE
2571,1,22,41,CARGO,SUCCESS
2572,0,36,35,PASSENGER,SUCCESS
2573,0,27,67,CARGO,SUCCESS
2574,0,36,52,CARGO,SUCCESS
2575,1,27,79,PASSENGER,SUCCESS
2576,0,35,33,PASSENGER,FAILURE
2577,0,40,91,CARGO,SUCCESS
2578,1,40,19,CARGO,FAILURE
2579,1,63,23,PASSENGER,FAILURE
2580,1,28,45,PASSENGER,SUCCESS
2581,1,66,12,PASSENGER,FAILURE
2582,1,41,11,CARGO,FAILURE
2583,0,41,73,PASSENGER,SUCCESS
2584,1,52,25,CARGO,FAILURE
2585,0,70,22,CARGO,FAILURE
2586,0,63,24,CARGO,FAILURE
2587,0,69,28,PASSENGER,FAILURE
2588,1,43,34,PASSENGER,SUCCESS
2589,1,32,37,CARGO,FAILURE
2590,0,65,6,CARGO,FAILURE
2591,0,39,38,PASSENGER,FAILURE
2592,0,51,15,CARGO,FAILURE
2593,0,47,34,CARGO,FAILURE
2594,0,28,30,PASSENGER,SUCCESS
2595,0,35,32,CARGO,FAILURE
2596,0,20,49,CARGO,SUCCESS
2597,1,38,41,PASSENGER,FAILURE
2598,1,33,63,CARGO,FAILURE
2599,1,38,39,PASSENGER,SUCCESS
2600,0,43,100,PASSENGER,FAILURE
2601,0,40,34,CARGO,SUCCESS
2602,1,42,64,PASSENGER,FAILURE
2603,0,37,35,PASSENGER,FAILURE
2604,0,24,58,PASSENGER,SUCCESS
2605,1,36,77,PASSENGER,SUCCESS
2606,1,24,98,PASSENGER,SUCCESS
2607,1,54,25,CARGO,FAILURE
2608,0,67,10,PASSENGER,FAILURE
2609,0,39,31,PASSENGER,FAILURE
2610,0,46,14,CARGO,SUCCESS
2611,0,24,85,PASSENGER,SUCCESS
2612,1,36,54,PASSENGER,SUCCESS
2613,0,43,19,PASSENGER,FAILURE
2614,0,24,99,CARGO,SUCCESS
2615,0,40,12,PASSENGER,FAILURE
2616,1,29,97,PASSENGER,SUCCESS
2617,1,48,27,PASSENGER,FAILURE
2618,0,36,38,PASSENGER,SUCCESS
2619,1,40,51,PASSENGER,SUCCESS
2620,0,40,45,PASSENGER,SUCCESS
2621,0,60,27,CARGO,FAILURE
2622,0,40,71,PASSENGER,SUCCESS
2623,1,64,19,PASSENGER,FAILURE
2624,1,30,33,CARGO,FAILURE
2625,1,33,56,PASSENGER,SUCCESS
2626,1,18,59,PASSENGER,SUCCESS
2627,1,53,34,CARGO,FAILURE
2628,0,25,34,PASSENGER,SUCCESS
2629,1,58,22,CARGO,FAILURE
2630,1,20,57,PASSENGER,SUCCESS
2631,0,24,90,PASSENGER,SUCCESS
2632,1,22,54,PASSENGER,SUCCESS
2633,1,38,34,CARGO,FAILURE
2634,1,31,16,CARGO,FAILURE
2635,0,35,16,CARGO,FAILURE
2636,0,31,77,PASSENGER,SUCCESS
2637,0,31,40,PASSENGER,FAILURE
2638,1,29,90,PASSENGER,SUCCESS
2639,0,52,24,CARGO,FAILURE
2640,1,45,31,CARGO,FAILURE
2641,0,51,8,CARGO,FAILURE
2642,0,40,12,CARGO,FAILURE
2643,0,25,59,CARGO,SUCCESS
2644,1,39,24,PASSENGER,FAILURE
2645,1,62,20,PASSENGER,FAILURE
2646,0,44,20,PASSENGER,FAILURE
2647,0,29,59,PASSENGER,SUCCESS
2648,1,24,66,PASSENGER,SUCCESS
2649,0,35,35,PASSENGER,SUCCESS
2650,1,67,7,PASSENGER,FAILURE
2651,0,69,24,PASSENGER,FAILURE
2652,0,31,66,CARGO,SUCCESS
2653,1,39,33,PASSENGER,SUCCESS
2654,1,31,53,PASSENGER,SUCCESS
2655,1,38,26,PASSENGER,FAILURE
2656,1,57,36,CARGO,FAILURE
2657,1,58,19,PASSENGER,FAILURE
2658,1,53,23,CARGO,FAILURE
2659,0,39,28,CARGO,FAILURE
2660,1,35,10,PASSENGER,FAILURE
2661,1,33,29,CARGO,FAILURE
2662,0,28,88,PASSENGER,SUCCESS
2663,0,41,36,PASSENGER,FAILURE
2664,0,36,72,PASSENGER,SUCCESS
2665,1,66,31,CARGO,FAILURE
2666,0,60,6,PASSENGER,FAILURE
2667,0,43,19,CARGO,FAILURE
2668,1,43,35,CARGO,FAILURE
2669,1,58,27,CARGO,FAILURE
2670,0,33,66,PASSENGER,SUCCESS
2671,0,62,25,CARGO,FAILURE
2672,0,37,94,PASSENGER,SUCCESS
2673,1,58,10,CARGO,FAILURE
2674,0,39,22,PASSENGER,FAILURE
2675,0,58,5,PASSENGER,FAILURE
2676,0,70,14,PASSENGER,FAILURE
2677,0,48,12,CARGO,FAILURE
2678,1,64,37,CARGO,FAILURE
2679,1,38,13,CARGO,FAILURE
2680,0,33,14,PASSENGER,FAILURE
2681,1,33,20,PASSENGER,FAILURE
2682,1,28,34,PASSENGER,SUCCESS
2683,1,33,92,PASSENGER,SUCCESS
2684,0,41,96,CARGO,SUCCESS
2685,0,50,28,CARGO,FAILURE
2686,0,61,17,CARGO,FAILURE
2687,1,31,29,PASSENGER,FAILURE
2688,0,24,30,PASSENGER,SUCCESS
2689,1,55,31,PASSENGER,FAILURE
2690,0,33,80,PASSENGER,SUCCESS
2691,1,19,47,CARGO,SUCCESS
2692,1,39,61,PASSENGER,SUCCESS
2693,0,32,55,PASSENGER,SUCCESS
2694,0,69,24,PASSENGER,FAILURE
2695,0,69,6,CARGO,FAILURE
2696,0,61,14,CARGO,FAILURE
2697,1,35,23,CARGO,FAILURE
2698,0,37,45,CARGO,SUCCESS
2699,0,52,36,PASSENGER,FAILURE
2700,0,35,59,PASSENGER,SUCCESS
2701,0,43,68,PASSENGER,SUCCESS
2702,1,41,23,PASSENGER,FAILURE
2703,0,69,21,CARGO,FAILURE
2704,1,68,24,CARGO,FAILURE
2705,0,25,35,CARGO,SUCCESS
2706,1,58,15,CARGO,FAILURE
2707,0,31,48,CARGO,SUCCESS
2708,1,65,23,CARGO,FAILURE
2709,1,54,15,CARGO,FAILURE
2710,1,31,51,PASSENGER,SUCCESS
2711,0,33,85,PASSENGER,SUCCESS
2712,1,44,71,PASSENGER,SUCCESS
2713,1,59,9,PASSENGER,FAILURE
2714,0,52,21,PASSENGER,FAILURE
2715,1,31,33,PASSENGER,FAILURE
2716,1,38,41,PASSENGER,SUCCESS
2717,0,65,6,PASSENGER,FAILURE
2718,0,47,26,CARGO,FAILURE
2719,0,55,18,PASSENGER,FAILURE
2720,0,49,21,CARGO,FAILURE
2721,1,34,90,PASSENGER,SUCCESS
2722,1,34,68,PASSENGER,SUCCESS
2723,0,60,22,CARGO,FAILURE
2724,1,20,92,CARGO,SUCCESS
2725,1,69,21,CARGO,FAILURE
2726,1,50,13,CARGO,FAILURE
2727,1,54,29,CARGO,FAILURE
2728,0,25,57,PASSENGER,SUCCESS
2729,0,49,31,CARGO,FAILURE
2730,0,38,5,PASSENGER,FAILURE
2731,1,30,20,PASSENGER,FAILURE
2732,1,32,72,CARGO,SUCCESS
2733,1,19,62,PASSENGER,SUCCESS
2734,1,58,22,PASSENGER,FAILURE
2735,1,41,29,PASSENGER,FAILURE
2736,0,66,29,PASSENGER,FAILURE
2737,0,60,38,PASSENGER,FAILURE
2738,1,43,57,PASSENGER,SUCCESS
2739,0,19,37,PASSENGER,SUCCESS
2740,1,68,39,CARGO,FAILURE
2741,1,34,15,CARGO,FAILURE
2742,0,41,10,CARGO,FAILURE
2743,0,22,99,CARGO,SUCCESS
2744,1,31,48,PASSENGER,SUCCESS
2745,1,31,11,PASSENGER,FAILURE
2746,1,43,84,PASSENGER,SUCCESS
2747,1,42,96,PASSENGER,SUCCESS
2748,0,60,35,CARGO,FAILURE
2749,0,41,21,CARGO,FAILURE
2750,0,33,35,CARGO,FAILURE
2751,1,39,37,PASSENGER,SUCCESS
2752,0,34,11,CARGO,FAILURE
2753,0,40,53,PASSENGER,SUCCESS
2754,0,30,37,CARGO,FAILURE
2755,1,60,27,CARGO,FAILURE
2756,0,48,32,CARGO,FAILURE
2757,1,54,35,PASSENGER,FAILURE
2758,1,39,10,CARGO,FAILURE
2759,1,47,22,CARGO,FAILURE
2760,0,70,20,CARGO,FAILURE
2761,0,70,35,CARGO,FAILURE
2762,1,33,83,PASSENGER,SUCCESS
2763,1,63,23,CARGO,FAILURE
2764,1,21,42,PASSENGER,SUCCESS
2765,1,30,76,PASSENGER,SUCCESS
2766,0,29,95,PASSENGER,SUCCESS
2767,1,33,29,CARGO,FAILURE
2768,1,37,32,PASSENGER,SUCCESS
2769,1,31,69,PASSENGER,SUCCESS
2770,1,54,37,CARGO,FAILURE
2771,0,39,5,CARGO,FAILURE
2772,0,52,10,CARGO,FAILURE
2773,1,19,63,CARGO,SUCCESS
2774,1,32,9,CARGO,FAILURE
2775,0,59,24,PASSENGER,FAILURE
2776,1,49,7,CARGO,FAILURE
2777,0,60,30,CARGO,FAILURE
2778,0,20,98,PASSENGER,SUCCESS
2779,0,66,27,PASSENGER,FAILURE
2780,1,44,97,PASSENGER,SUCCESS
2781,1,29,65,PASSENGER,SUCCESS
2782,1,54,22,CARGO,FAILURE
2783,0,31,68,PASSENGER,SUCCESS
2784,1,34,23,PASSENGER,FAILURE
2785,0,68,32,CARGO,FAILURE
2786,0,56,22,PASSENGER,FAILURE
2787,0,68,12,CARGO,FAILURE
2788,1,64,37,CARGO,FAILURE
2789,1,57,27,PASSENGER,FAILURE
2790,0,37,9,CARGO,FAILURE
2791,1,43,38,CARGO,SUCCESS
2792,1,51,17,PASSENGER,FAILURE
2793,1,57,21,CARGO,FAILURE
2794,1,68,37,CARGO,FAILURE
2795,1,18,33,PASSENGER,SUCCESS
2796,1,23,78,CARGO,SUCCESS
2797,0,41,37,CARGO,FAILURE
2798,1,18,89,PASSENGER,SUCCESS
2799,0,44,34,CARGO,FAILURE
2800,0,53,5,PASSENGER,FAILURE
2801,0,43,43,PASSENGER,SUCCESS
2802,1,33,33,CARGO,FAILURE
2803,0,59,6,CARGO,FAILURE
2804,0,39,16,CARGO,FAILURE
2805,0,33,93,PASSENGER,SUCCESS
2806,0,68,29,PASSENGER,FAILURE
2807,1,27,80,PASSENGER,SUCCESS
2808,1,62,20,CARGO,FAILURE
2809,1,39,76,PASSENGER,SUCCESS
2810,0,34,6,PASSENGER,FAILURE
2811,1,50,33,CARGO,FAILURE
2812,0,32,72,PASSENGER,SUCCESS
2813,0,47,21,CARGO,FAILURE
2814,1,58,26,CARGO,FAILURE
2815,1,45,45,PASSENGER,SUCCESS
2816,1,30,13,CARGO,FAILURE
2817,1,38,94,PASSENGER,SUCCESS
2818,1,47,18,CARGO,FAILURE
2819,0,61,14,CARGO,FAILURE
2820,1,44,33,CARGO,FAILURE
2821,0,45,6,CARGO,FAILURE
2822,1,26,45,PASSENGER,SUCCESS
2823,0,27,44,PASSENGER,SUCCESS
2824,1,70,5,CARGO,FAILURE
2825,0,19,74,CARGO,SUCCESS
2826,1,46,6,PASSENGER,FAILURE
2827,0,53,7,PASSENGER,FAILURE
2828,1,31,52,CARGO,SUCCESS
2829,1,39,92,PASSENGER,SUCCESS
2830,0,22,32,PASSENGER,SUCCESS
2831,0,50,38,PASSENGER,FAILURE
2832,1,35,76,PASSENGER,SUCCESS
2833,0,23,62,PASSENGER,SUCCESS
2834,1,47,26,CARGO,FAILURE
2835,0,57,15,PASSENGER,FAILURE
2836,1,26,83,CARGO,SUCCESS
2837,0,34,76,PASSENGER,SUCCESS
2838,1,25,86,PASSENGER,SUCCESS
2839,1,22,77,PASSENGER,SUCCESS
2840,1,44,15,CARGO,FAILURE
2841,1,68,38,CARGO,FAILURE
2842,1,60,27,PASSENGER,FAILURE
2843,1,45,32,PASSENGER,FAILURE
2844,0,35,96,PASSENGER,SUCCESS
2845,0,34,37,CARGO,FAILURE
2846,0,33,82,PASSENGER,SUCCESS
2847,1,54,19,CARGO,FAILURE
2848,0,19,100,CARGO,SUCCESS
2849,0,24,35,PASSENGER,SUCCESS
2850,0,43,100,PASSENGER,SUCCESS
2851,1,41,41,PASSENGER,SUCCESS
2852,1,26,93,PASSENGER,SUCCESS
2853,0,29,56,PASSENGER,SUCCESS
2854,1,27,35,PASSENGER,SUCCESS
2855,0,45,33,CARGO,FAILURE
2856,0,47,38,CARGO,FAILURE
2857,0,39,48,CARGO,SUCCESS
2858,1,57,19,CARGO,FAILURE
2859,1,65,10,PASSENGER,FAILURE
2860,1,30,75,PASSENGER,SUCCESS
2861,1,44,62,PASSENGER,SUCCESS
2862,1,31,53,PASSENGER,SUCCESS
2863,1,45,45,PASSENGER,SUCCESS
2864,0,61,24,CARGO,FAILURE
2865,1,43,96,PASSENGER,SUCCESS
2866,0,40,65,PASSENGER,SUCCESS
2867,1,68,30,CARGO,FAILURE
2868,1,51,11,PASSENGER,FAILURE
2869,1,60,10,CARGO,FAILURE
2870,1,22,34,PASSENGER,SUCCESS
2871,1,26,65,PASSENGER,SUCCESS
2872,1,58,10,PASSENGER,FAILURE
2873,0,48,32,PASSENGER,FAILURE
2874,0,33,33,PASSENGER,SUCCESS
2875,0,29,53,PASSENGER,SUCCESS
2876,1,36,44,PASSENGER,SUCCESS
2877,0,33,42,PASSENGER,SUCCESS
2878,1,55,35,PASSENGER,FAILURE
2879,1,34,31,PASSENGER,SUCCESS
2880,1,35,62,PASSENGER,SUCCESS
2881,0,24,99,PASSENGER,SUCCESS
2882,0,50,24,CARGO,FAILURE
2883,0,58,36,CARGO,FAILURE
2884,0,61,18,CARGO,FAILURE
2885,0,37,72,PASSENGER,SUCCESS
2886,0,29,87,PASSENGER,SUCCESS
2887,1,37,28,CARGO,FAILURE
2888,1,68,38,PASSENGER,FAILURE
2889,1,30,9,PASSENGER,FAILURE
2890,1,51,40,PASSENGER,FAILURE
2891,0,56,18,CARGO,FAILURE
2892,0,44,92,PASSENGER,SUCCESS
2893,1,46,26,CARGO,FAILURE
2894,1,39,57,PASSENGER,SUCCESS
2895,0,34,35,PASSENGER,SUCCESS
2896,0,26,78,PASSENGER,SUCCESS
2897,1,68,24,PASSENGER,FAILURE
2898,1,18,76,PASSENGER,SUCCESS
2899,1,27,58,PASSENGER,SUCCESS
2900,0,32,64,PASSENGER,SUCCESS
2901,1,37,63,PASSENGER,SUCCESS
2902,1,63,32,CARGO,FAILURE
2903,0,47,33,PASSENGER,FAILURE
2904,0,61,14,CARGO,FAILURE
2905,1,37,27,PASSENGER,FAILURE
2906,1,22,45,PASSENGER,SUCCESS
2907,0,31,40,PASSENGER,FAILURE
